charm.ucr.edu	SBGrid	srm://charm.ucr.edu:10443/srm/v2/server?SFN=/mnt/hadoop/other/TESTFILE
charm.ucr.edu	STAR	srm://charm.ucr.edu:10443/srm/v2/server?SFN=/mnt/hadoop/other/TESTFILE
cit-se.ultralight.org	ALICE	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/alice/TESTFILE
cit-se.ultralight.org	ATLAS	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/atlas/TESTFILE
cit-se.ultralight.org	CDF	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/cdf/TESTFILE
cit-se.ultralight.org	CIGI	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/cigi/TESTFILE
cit-se.ultralight.org	CMS	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/cms/TESTFILE
cit-se.ultralight.org	CompBioGrid	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/compbiogrid/TESTFILE
cit-se.ultralight.org	DES	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/des/TESTFILE
cit-se.ultralight.org	DOSAR	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/DOSAR/TESTFILE
cit-se.ultralight.org	DZero	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/dzero/TESTFILE
cit-se.ultralight.org	Engage	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/engage/TESTFILE
cit-se.ultralight.org	Fermilab	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/fermilab/TESTFILE
cit-se.ultralight.org	geant4	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/geant4/TESTFILE
cit-se.ultralight.org	GLOW	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/glow/TESTFILE
cit-se.ultralight.org	GPN	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/gpn/TESTFILE
cit-se.ultralight.org	HCC	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/hcc/TESTFILE
cit-se.ultralight.org	i2u2	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/i2u2/TESTFILE
cit-se.ultralight.org	ILC	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/ilc/TESTFILE
cit-se.ultralight.org	LIGO	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/LIGO/TESTFILE
cit-se.ultralight.org	Miniboone	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/miniboone/TESTFILE
cit-se.ultralight.org	Minos	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/minos/TESTFILE
cit-se.ultralight.org	MIS	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/mis/TESTFILE
cit-se.ultralight.org	nanoHUB	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/nanohub/TESTFILE
cit-se.ultralight.org	NEBioGrid	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/nebiogrid/TESTFILE
cit-se.ultralight.org	NWICG	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/nwicg/TESTFILE
cit-se.ultralight.org	NYSGRID	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/nysgrid/TESTFILE
cit-se.ultralight.org	Ops	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/ops/TESTFILE
cit-se.ultralight.org	OSGEDU	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/osgedu/TESTFILE
cit-se.ultralight.org	OSG	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/osg/TESTFILE
cit-se.ultralight.org	SBGrid	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/sbgrid/TESTFILE
cit-se.ultralight.org	STAR	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/star/TESTFILE
cit-se.ultralight.org	superbvo.org	srm://cit-se.ultralight.org:8443/srm/v2/server?SFN=/mnt/hadoop/osg/superbvo.org/TESTFILE
cms-0.mps.ohio-state.edu	CMS	srm://cms-0.mps.ohio-state.edu:8443/srm/v2/server?SFN=/data/se/osg/cms/TESTFILE
cms-0.mps.ohio-state.edu	MIS	srm://cms-0.mps.ohio-state.edu:8443/srm/v2/server?SFN=/data/se/osg/mis/TESTFILE
cms-0.mps.ohio-state.edu	Ops	srm://cms-0.mps.ohio-state.edu:8443/srm/v2/server?SFN=/data/se/osg/ops/TESTFILE
cms-se.hep.uprm.edu	CMS	srm://cms-se.hep.uprm.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/cms/TESTFILE
cms-se.hep.uprm.edu	MIS	srm://cms-se.hep.uprm.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/mis/TESTFILE
cms-se.hep.uprm.edu	Ops	srm://cms-se.hep.uprm.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/ops/TESTFILE
cmssrm.fnal.gov	CMS	srm://cmssrm.fnal.gov:8443/srm/managerv2?SFN=//TESTFILE
cmssrm.fnal.gov	MIS	srm://cmssrm.fnal.gov:8443/srm/managerv2?SFN=/NotWrittenToTape/TESTFILE
cmssrm.hep.wisc.edu	CMS	srm://cmssrm.hep.wisc.edu:8443/srm/v2/server?SFN=/hdfs/osg/vo/cms/TESTFILE
cmssrm.hep.wisc.edu	GLOW	srm://cmssrm.hep.wisc.edu:8443/srm/v2/server?SFN=/hdfs/osg/vo/glow/TESTFILE
cmssrm.hep.wisc.edu	MIS	srm://cmssrm.hep.wisc.edu:8443/srm/v2/server?SFN=/hdfs/osg/vo/mis/TESTFILE
cms-xen19.fnal.gov	CMS	srm://cms-xen19.fnal.gov:8443/srm/v2/server?SFN=/data/se/osg/cms/TESTFILE
cms-xen19.fnal.gov	MIS	srm://cms-xen19.fnal.gov:8443/srm/v2/server?SFN=/data/se/osg//TESTFILE
cms-xen19.fnal.gov	Ops	srm://cms-xen19.fnal.gov:8443/srm/v2/server?SFN=/data/se/osg/ops/TESTFILE
data-atlas.susqu.edu	ATLAS	srm://data-atlas.susqu.edu:8443/srm/v2/server?SFN=/storage/data/griddata/TESTFILE
data-atlas.susqu.edu	DOSAR	srm://data-atlas.susqu.edu:8443/srm/v2/server?SFN=/storage/data/griddata/TESTFILE
data-atlas.susqu.edu	DZero	srm://data-atlas.susqu.edu:8443/srm/v2/server?SFN=/storage/data/griddata/TESTFILE
data-atlas.susqu.edu	LIGO	srm://data-atlas.susqu.edu:8443/srm/v2/server?SFN=/storage/data/griddata/TESTFILE
data-atlas.susqu.edu	OSGEDU	srm://data-atlas.susqu.edu:8443/srm/v2/server?SFN=/storage/data/griddata/TESTFILE
dcache07.unl.edu	ATLAS	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/atlas/TESTFILE
dcache07.unl.edu	belle	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/belle/TESTFILE
dcache07.unl.edu	CIGI	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/cigi/TESTFILE
dcache07.unl.edu	CMS	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/cms/TESTFILE
dcache07.unl.edu	DES	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/des/TESTFILE
dcache07.unl.edu	Engage	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/engage/TESTFILE
dcache07.unl.edu	Fermilab	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/fermilab/TESTFILE
dcache07.unl.edu	geant4	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/geant4/TESTFILE
dcache07.unl.edu	GLOW	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/glow/TESTFILE
dcache07.unl.edu	HCC	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/hcc/TESTFILE
dcache07.unl.edu	IceCube	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/icecube/TESTFILE
dcache07.unl.edu	LIGO	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/ligo/TESTFILE
dcache07.unl.edu	MIS	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/mis/TESTFILE
dcache07.unl.edu	nanoHUB	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/nanohub/TESTFILE
dcache07.unl.edu	NEBioGrid	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/nebiogrid/TESTFILE
dcache07.unl.edu	NWICG	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/nwicg/TESTFILE
dcache07.unl.edu	NYSGRID	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/nysgrid/TESTFILE
dcache07.unl.edu	OSGEDU	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/osgedu/TESTFILE
dcache07.unl.edu	OSG	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/osg/TESTFILE
dcache07.unl.edu	SBGrid	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/sbgrid/TESTFILE
dcache07.unl.edu	STAR	srm://dcache07.unl.edu:8443/srm/v2/server?SFN=/mnt/hadoop/user/star/TESTFILE
dcsrm.usatlas.bnl.gov	ATLAS	srm://dcsrm.usatlas.bnl.gov:8443/srm/managerv2?SFN=/pnfs/usatlas.bnl.gov/osg/atlas/TESTFILE
dcsrm.usatlas.bnl.gov	MIS	srm://dcsrm.usatlas.bnl.gov:8443/srm/managerv2?SFN=/pnfs/usatlas.bnl.gov/osg/mis/TESTFILE
dcsrm.usatlas.bnl.gov	Ops	srm://dcsrm.usatlas.bnl.gov:8443/srm/managerv2?SFN=/pnfs/usatlas.bnl.gov/osg/ops/TESTFILE
fester.utdallas.edu	ATLAS	srm://fester.utdallas.edu:8443/srm/v2/server?SFN=/at/TESTFILE
fester.utdallas.edu	MIS	srm://fester.utdallas.edu:8443/srm/v2/server?SFN=/at/TESTFILE
ff-se.unl.edu	ATLAS	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/atlas/TESTFILE
ff-se.unl.edu	belle	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/belle/TESTFILE
ff-se.unl.edu	CIGI	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/cigi/TESTFILE
ff-se.unl.edu	CMS	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/cms/TESTFILE
ff-se.unl.edu	DES	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/des/TESTFILE
ff-se.unl.edu	Engage	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/engage/TESTFILE
ff-se.unl.edu	Fermilab	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/fermilab/TESTFILE
ff-se.unl.edu	geant4	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/geant4/TESTFILE
ff-se.unl.edu	GLOW	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/glow/TESTFILE
ff-se.unl.edu	HCC	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/hcc/TESTFILE
ff-se.unl.edu	IceCube	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/icecube/TESTFILE
ff-se.unl.edu	LIGO	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/ligo/TESTFILE
ff-se.unl.edu	MIS	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/mis/TESTFILE
ff-se.unl.edu	nanoHUB	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/nanohub/TESTFILE
ff-se.unl.edu	NEBioGrid	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/nebiogrid/TESTFILE
ff-se.unl.edu	NWICG	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/nwicg/TESTFILE
ff-se.unl.edu	NYSGRID	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/nysgrid/TESTFILE
ff-se.unl.edu	OSGEDU	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/osgedu/TESTFILE
ff-se.unl.edu	OSG	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/osg/TESTFILE
ff-se.unl.edu	SBGrid	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/sbgrid/TESTFILE
ff-se.unl.edu	STAR	srm://ff-se.unl.edu:8443/srm/v2/server?SFN=/panfs/panasas/CMS/data/star/TESTFILE
fgitbse.fnal.gov	Accelerator	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	Argoneut	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	ATLAS	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	CDF	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	Cdms	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	CIGI	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	CMS	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	CompBioGrid	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	DayaBay	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	DES	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	DOSAR	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	DZero	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	Engage	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	Fermilab	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	geant4	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	GLOW	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	Gluex	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	GPN	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	GridUNESP	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	GROW	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	HCC	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	i2u2	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	IceCube	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	ILC	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	LBNE	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	LIGO	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	MAP	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	Minerva	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	Miniboone	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	Minos	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	Mipp	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	MIS	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	Mu2e	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	nanoHUB	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	NEBioGrid	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
fgitbse.fnal.gov	NEES	srm://fgitbse.fnal.gov:8443/srm/managerv2?SFN=/pnfs/fnal.gov/data//TESTFILE
